company	address	city	state	zip_code	lat	lon	website
COAST Brewing Co	1250 N 2nd St	North Charleston	SC	29405-1804	32.853019	-79.991295	www.coastbrewing.com
Holy City Brewing	4155 Dorchester Rd Ste C	Charleston	SC	29405-7486	32.85361	-80.002026	www.holycitybrewing.com
Humperdinks - Dallas (Greenville)	6050 Greenville Ave	Dallas	TX	75206-1909	32.858627	-96.767976	www.humperdinks.com
Dockery's	186 Seven Farms Dr Ste F399	Charleston	SC	29492-8510	32.859506	-79.909881	www.dockerysdi.com
Humperdinks Restaurant	2208 W Northwest Hwy	Dallas	TX	75220-4305	32.863487	-96.899161	www.humperdinks.com
Rusty Bull Brewing Company	3005 W Montague Ave Ste 110	North Charleston	SC	29418-7908	32.867342	-80.013011	Www.rustybullbrewing.com
Rock Bottom Brewery - La Jolla	8980 Villa La Jolla Dr	La Jolla	CA	92037-1701	32.870934	-117.235203	www.rockbottom.com
Chattabrewchee Southern Brewhouse	709 4th Ave	West Point	GA	31833-1506	32.876753	-85.185765	www.chattabrewchee.com
Saint Archer Brewing Company	9550 Distribution Ave	San Diego	CA	92121-2306	32.88045	-117.163756	www.saintarcherbrewery.com
Commonhouse Aleworks	4831 Ohear Ave	North Charleston	SC	29405-4925	32.882452	-79.975801	www.commonhousealeworks.com
32 North Brewing Co	8655 Production Ave Ste A	San Diego	CA	92121-2258	32.882752	-117.164894	
Rough Draft Brewing	8830 Rehco Rd Ste D	San Diego	CA	92121-3263	32.883753	-117.171646	www.roughdraftbrew.com
Duck Foot Brewing Co.	8920 Kenamar Dr Ste 210	San Diego	CA	92121-2454	32.88531	-117.156571	www.duckfootbeer.com
Pure Project	9030 Kenamar Dr Ste 308	San Diego	CA	92121-2432	32.886774	-117.156547	www.purebrewing.org
Amplified Ale Works Miramar Studio	9030 Kenamar Dr Ste 309	San Diego	CA	92121-2432	32.886774	-117.156547	
Ballast Point Brewing Company	9045 Carroll Way	San Diego	CA	92802-2294	32.887874	-117.158134	www.ballastpoint.com
Constellation Brands	9045 Caroll Way	San Diego	CA	92121	32.887874	-117.158134	
AleSmith Brewing Co	9990 Alesmith Ct	San Diego	CA	92126-4200	32.888174	-117.149655	www.alesmith.com
Ballast Point Brewing Company	7606 Trade St	San Diego	CA	92802-2294	32.889646	-117.157093	
Lakewood Brewing Co	2302 Executive Dr	Garland	TX	75041-6121	32.889921	-96.681161	www.lakewoodbrewing.com
Mike Hess Brewing - Miramar	7955 Silverton Ave Ste 1201	San Diego	CA	92126-6357	32.88993	-117.149736	www.hessbrewing.com
Oak Highlands Brewery	10484 Brockwood Rd	Dallas	TX	75238-1640	32.890055	-96.705159	www.ohbrewery.com
Division 23 Brewing	7408 Trade St	San Diego	CA	92121-3415	32.890358	-117.16292	www.division23brewing.com
Little Miss Brewing	7949 Stromesa Ct Ste Y	San Diego	CA	92126-6338	32.891835	-117.1485	www.littlemissbrewing.com
Mikkeller Brewing San Diego	9366 Cabot Dr	San Diego	CA	92126-4311	32.892134	-117.144844	
Thunderhawk Alements	8675 Miralani Dr Ste 100	San Diego	CA	92126-4355	32.895034	-117.136655	thunderhawkbeer.com
White Labs Tasting Room	9495 Candida St	San Diego	CA	92126-4541	32.895848	-117.121447	www.whitelabs.com
2Kids Brewing Company	8680 Miralani Dr Ste 123	San Diego	CA	92126-6391	32.896656	-117.137222	www.2kidsBrewing.com
Align Brewing Co	8680 Miralani Dr	San Diego	CA	92126-6300	32.896656	-117.137222	www.facebook.com/alignbrewing
Protector Brewery LLC	8680 Miralani Drive Ste. 128	San Diego	CA	92126	32.896656	-117.137222	www.protectorbrewery.com
Karl Strauss Brewing Co - Sorrento Mesa	9675 Scranton Rd	San Diego	CA	92121-1761	32.897279	-117.201089	www.karlstrauss.com
Gravity Heights	9920 Pacific Heights Blvd	San Diego	CA	92121-4396	32.900164	-117.19086	www.gravityheights.com
Bankhead Brewing Company	3840 Main St	Rowlett	TX	75088-5073	32.902644	-96.565482	www.bankheadbrewing.com
Harland Brewing Company	10115 Carroll Canyon Road	San Diego	CA	92131	32.902752	-117.10764	www.harlandbeer.com
Indigo Reef Brewing Company	2079 Wambaw Creek Rd Unit 1	Charleston	SC	29492	32.903551	-79.90991	www.indigoreefbrewing.com
Longship Brewery	10320 Camino Santa Fe Ste C	San Diego	CA	92121-3103	32.904276	-117.171912	www.LongshipBrewery.com
California Wild Ales	4202 Sorrento Valley Blvd	San Diego	CA	92121-1446	32.90536	-117.214853	
Alpine Beer Company	6550 Mira Mesa Blvd	San Diego	CA	92121-4100	32.907387	-117.177852	www.alpinebrewing.com
Green Flash Brewing Co	6550 Mira Mesa Blvd	San Diego	CA	92121-4100	32.907387	-117.177852	www.greenflashbrew.com
New English Brewing Co Inc	11545 Sorrento Valley Rd Ste 305	San Diego	CA	92121-1322	32.912646	-117.230531	www.newenglishbrewing.com
Hemisphere Brewing Co	2015 Kristy Ln	Rockwall	TX	75032-6242	32.912727	-96.440546	www.hemispherebrewing.com
Savagewood Brewing Company	9879 Hibert St Ste F	San Diego	CA	92131-1058	32.91305	-117.1124	www.savagewoodbrewing.com
Woodcreek Brewing Company	1400 E Interstate 30 Ste A	Rockwall	TX	75087-6234	32.913427	-96.441434	www.woodcreekbrewing.com
Intrinsic Brewing	509 W State Street	Garland	TX	75040	32.913543	-96.637091	www.intrinsicbrewing.com
Twin Peaks Brewery	1500 Market Place Blvd	Irving	TX	75063	32.918638	-96.9675	twinpeaksrestaurants.com/brewery
Snafu Brewing Company	3280 Industry Dr	Charleston	SC	29418-8452	32.926849	-80.070338	www.snafubrewingcompany.com
Hopscotch Brewing	1 Cottonwood Rd	Artesia	NM	88210	32.928869	-104.437475	
3 Nations Brewing	2405 Squire Pl Ste 200	Farmers Branch	TX	75234-4714	32.930909	-96.898295	www.threenationsbrewing.com
Hop And Sting Brewing Company	906 Jean St	Grapevine	TX	76051	32.932332	-97.074782	www.hopandsting.com
Lightning Brewery	13200 Kirkham Way Ste 105	Poway	CA	92064-7126	32.935534	-117.043511	
Shannon Brewing Company, LLC	818 N Main St	Keller	TX	76248-3801	32.94699	-97.251588	https://shannonbrewing.com
Drylands Brewing	322 N Main Ave	Lovington	NM	88260-3643	32.950424	-103.348431	Drylandsbrewing.com
Bitter Sisters Brewing Company	15103 Surveyor Blvd	Addison	TX	75001-4316	32.954776	-96.847493	www.bittersistersbrewery.com
Cypress Creek Southern Ales	200 E Carnegie St	Winnsboro	TX	75494-3206	32.95618	-95.288558	www.cypresscreeksouthernales.com
Uncle Buck's Brewery And Steakhouse	2501 Bass Pro Dr	Grapevine	TX	76051-2009	32.957145	-97.043104	restaurants.basspro.com/UncleBucksSteakhouse/
Cloudcroft Brewing Company	1301 Burro Ave	Cloudcroft	NM	88317	32.958458	-105.73489	www.cloudcroftbrewing.com
Four Bullets Brewery	640 N Interurban St	Richardson	TX	75081-3317	32.959251	-96.726071	www.fourbulletsbrewery.com
Oggis Pizza & Brewing Co - Carmel Mountain Ranch	10155 Rancho Carmel Dr	San Diego	CA	92128-3609	32.9655	-117.089808	www.oggis.com
Viewpoint Brewing Co	2201 San Dieguito Dr Ste F	del Mar	CA	92014-2257	32.969947	-117.261952	www.viewpointbrewing.com
Thirsty Bro Brewing	141 E Main St PO Box 1117	Royse City	TX	75189-3712	32.975261	-96.331384	www.ThirstyBroBrewingCo.com
Culture Brewing Co	111 S Cedros Ave Ste 200	Solana Beach	CA	92075-2906	32.991584	-117.270734	www.culturebrewingco.com
Pizza Port Solana Beach	135 N Highway 101	Solana Beach	CA	92075-1128	32.992938	-117.272231	www.pizzaport.com
Second Chance Beer Company	15378 Ave of Science Ste 222	San Diego	CA	92128-3451	32.994893	-117.082045	www.secondchancebeer.com
Anvil Brewing	115 S Compress St	Pittsburg	TX	75686-1353	32.996171	-94.96746	www.anvilbrewingtx.com
Westbrook Brewing Co	510 Ridge Rd	Mount Pleasant	SC	29464-7811	33.015612	-80.265731	www.westbrookbrewing.com
Karl Strauss Brewing Co - 4S Ranch	10448 Reserve Dr	San Diego	CA	92127-3510	33.021298	-117.113217	www.karlstrauss.com
Oak Road Brewery	108 E 3rd North St Ste C	Summerville	SC	29483-6810	33.023537	-80.171633	www.oakroadbrewery.com
Abnormal Beer Company	16990 Via Tazon Ste 123	San Diego	CA	92127	33.023915	-117.085761	abnormalbeer.co
Beacon Brewing Company	700 Lincoln Street	LaGrange	GA	30240	33.025833	-85.04824	www.beacon.beer
TKO Libations	2520 King Arthur Blvd Ste 109	Lewisville	TX	75056-6082	33.0338	-96.8989	www.tkolibations.com
Wild Leap Brewing Company	308 Main St	Lagrange	GA	30240-4504	33.034859	-85.031524	www.wildleap.com
Smoking Cannon Brewery	780 Main St Ste I	Ramona	CA	92065-2079	33.043644	-116.865007	www.smokingcannonbrewery.com
Old Town Brewhouse	146 Whatley Ave	Lewisville	TX	75057-3961	33.043914	-96.993096	www.oldtownbrewhousetx.com
Wide Awake Brewing Company	1907 Varner Street B500	Summerville	SC	29486	33.046146	-80.123158	www.wideawakebrewing.com
Nickel Beer Co	1485 Hollow Glen Rd	Julian	CA	92036	33.076546	-116.590565	www.nickelbeerco.com
Nickel Beer Company	1485 Hollow Glen Road	Julian	CA	92036	33.076546	-116.590565	www.nickelbeerco.com
Julian Beer Co	2315 Main St	Julian	CA	92065	33.079176	-116.603988	www.baileybbq.com
Unlawful Assembly Brewing Company	7800 Windrose Ave	Plano	TX	75024-0114	33.080958	-96.825727	www.unlawfulassembly.com
Rabbit Hole Brewing	608 Topeka St	Justin	TX	76247-4623	33.089743	-97.29236	www.rabbitholebrewing.com
Union Bear Brewing Co.	5880 State Highway 121 Ste 101	Plano	TX	75024	33.090331	-96.821056	www.unionbear.com
Two Rows Restaurant and Brewery - Allen	711 Central Expy S	Allen	TX	75013-8012	33.092133	-96.679767	www.tworows.com/
Nine Band Brewing Co.	9 Prestige Cir	Allen	TX	75002-3419	33.093015	-96.672781	www.ninebandbrewing.com
Stumblefoot Brewing	1784 La Costa Meadows Dr Ste 103	San Marcos	CA	92078-5174	33.104041	-117.219178	www.stumblefoot.com
Double Peak Brewing Company	1801 Diamond St Ste 101	San Marcos	CA	92078-5178	33.105285	-117.2159	www.doublepeakbrewing.com
Jacked Up Brewery	800 W Grand Ave Ste B Ste 201	Escondido	CA	92025-2562	33.117424	-117.091813	jackedupbrewery.com
Burgeon Beer Company	6350 Yarrow Dr Ste C	Carlsbad	CA	92011-1544	33.119881	-117.272928	www.burgeonbeer.com
Plan 9 Alehouse	155 E Grand Ave	Escondido	CA	92025-2701	33.121953	-117.080212	www.plan9alehouse.com
Karl Strauss Brewing Co - Carlsbad	5801 Armada Dr	Carlsbad	CA	92008-4609	33.124451	-117.314248	www.karlstrauss.com
Escondido Brewing Company	649 Rock Springs Rd	Escondido	CA	92025-1622	33.124636	-117.097055	www.escobrewco.com
Truth Or Consequences Brewing Company	410 N Broadway St	Truth or Consequences	NM	87901-2836	33.128373	-107.254451	www.torc.beer
Pizza Port - Bressi Ranch	2730 Gateway Rd	Carlsbad	CA	92009-1730	33.128874	-117.250133	www.pizzaport.com
Culver Beer Company	2719 Loker Ave W Ste D	Carlsbad	CA	92010-6679	33.133672	-117.258564	www.culverbeer.com
Rouleur Brewing Company	5840 El Camino Real Ste 101	Carlsbad	CA	92008-8804	33.133909	-117.269571	www.rouleurbrewing.com
Papa Marce's Cerveceria	5840 El Camino Real Ste 100	Carlsbad	CA	92008	33.133909	-117.269571	www.papamarces.com
San Marcos Brewery and Grill	1080 W San Marcos Blvd Ste 180	San Marcos	CA	92078-4099	33.134972	-117.190847	
BackStory Brewery	211 Magnolia St	Sulphur Springs	TX	75482-2772	33.135057	-95.604549	www.backstorybrewery.com
Urge Gastropub & Common House/Mason Ale Works	255 Redel Rd	San Marcos	CA	92078-4347	33.135901	-117.158212	
Latitude 33 Brewing Co	1430 Vantage Ct Ste 104	Vista	CA	92081-8545	33.13611	-117.224862	www.latitude33brewing.com
Helia Brewing Company	1250 Keystone Way	Vista	CA	92081	33.136334	-117.232076	www.heliabeer.com
Prodigy Brewing Company	1259 Linda Vista Dr	San Marcos	CA	92078-3827	33.137083	-117.193691	www.prodigybrewingcompany.com
Dos Desperados Brewery	1241 Linda Vista Dr	San Marcos	CA	92078-3809	33.13717	-117.193414	www.dosdesperadosbrew.com
Guadalupe Brewery	5674 El Camino Real Ste D	Carlsbad	CA	92008-7130	33.139226	-117.274778	www.guadalupebrewery.com
Arcana Brewing Company	5621 Palmer Way Ste C	Carlsbad	CA	92010-7254	33.139496	-117.272125	www.arcanabrewing.com
Landon Winery	2508 Lee Street	Greenville	TX	75401	33.139929	-96.106726	www.landonwinery.com
Wild Barrel Brewing Company	692 Rancheros Dr	San Marcos	CA	92069-3005	33.140088	-117.145902	www.wildbarrelbrewing.com
Battlemage Brewing Co	2870 Scott St Ste 102	Vista	CA	92081-8556	33.140179	-117.22761	www.battlemagebrewing.com
Port Brewing Co / The Lost Abbey	155 Mata Way Ste 104	San Marcos	CA	92069-2983	33.140565	-117.149872	www.portbrewing.com
Beach Grease Beer Company	1280 Activity Dr Ste B	Vista	CA	92081	33.141798	-117.21936	www.beachgreasebeerco.com
Rip Current Brewery	1325 Grand Ave Ste 100	San Marcos	CA	92078-2451	33.143007	-117.192242	www.ripcurrentbrewing.com
Belching Beaver Brewery Vista	980 Park Center Dr Ste A	Vista	CA	92081	33.143927	-117.229089	www.belchingbeaver.com
Iron Fist Brewing Co	1305 Hot Springs Way Ste 101	Vista	CA	92081-7876	33.145006	-117.23932	www.ironfistbrewing.com
SportsBreweries	Private Rd 5128	Frisco	TX	75034	33.146336	-96.856347	www.sportsbreweries.com
Stone Brewing Co	2611 Business Park Dr	Vista	CA	92081	33.146691	-117.233309	www.stonebrewing.com
Booze Brothers Brewing Co.	2545 Progress St	Vista	CA	92081-8483	33.148217	-117.218036	www.boozebrothersbrewery.com
Barrel Harbor Brewing Co.	2575 Pioneer Ave Ste 104	Vista	CA	92081-8450	33.148567	-117.220949	www.barrelharborbrewing.com
Aztec Brewing Company	2330 La Mirada Dr Ste 300	Vista	CA	92081-7871	33.150149	-117.229797	www.aztecbrewery.com
Ebullition Brew Works	2449 Cades Way Ste D	Vista	CA	92081	33.153782	-117.224154	Www.ebullitionbrew.com
Pizza Port Carlsbad	571 Carlsbad Village Dr	Carlsbad	CA	92008-2304	33.159845	-117.347934	www.pizzaport.com
Mother Earth Brew Co LLC	2055 Thibodo Rd Ste H	Vista	CA	92081-7991	33.167691	-117.220253	www.motherearthbrewco.com
Indian Joe Brewing	2123 Industrial Ct	Vista	CA	92081-7900	33.169523	-117.22039	www.indianjoebrewing.com
Mason Ale Works	2002 S Coast Hwy	Oceanside	CA	92054-6535	33.172099	-117.35917	www.masonaleworks.com
Tupps Brewery	721 Anderson St	McKinney	TX	75069-7149	33.183936	-96.611601	www.tuppsbrewery.com
Flix Brewhouse - Frisco/Little Elm	1660 FM 423	Frisco	TX	75033	33.185783	-96.886964	
Bear Roots Brewing Company	1213 S Santa Fe Ave	Vista	CA	92083-7230	33.188256	-117.226251	www.bearrootsbrewing.com
Breakwater Brewing Co	101 N Coast Hwy Ste C140	Oceanside	CA	92054-3015	33.194777	-117.3789	www.breakwaterbrewing.com
Harvest Seasonal Kitchen	112 E Louisiana St	McKinney	TX	75069-4412	33.196891	-96.615296	www.harvesttx.com
Bagby Beer Company	601 S Coast Hwy	Oceanside	CA	92054-4120	33.19947	-117.382902	www.bagbybeer.com
Northern Pine Brewing	326 N Horne St	Oceanside	CA	92054-2810	33.19984	-117.376809	www.northernpinebrewing.com
Druid City Brewing	607 14th St	Tuscaloosa	AL	35401-3439	33.199938	-87.54517	www.druidcitybrewing.com
Belching Beaver Brewery Tavern & Grill	302 E Broadway	Vista	CA	92084-6020	33.202114	-117.241143	
Wavelength Brewing Company	236 Main St	Vista	CA	92084-6008	33.20275	-117.241896	www.wavelengthbrewco.com
Horus Aged Ales	4040 Calle Platino Ste 120	Oceanside	CA	92056-5859	33.206891	-117.295856	www.horusbeer.com
Walking Beam Brewing Co	1019 Halsell St TX 76426	Bridgeport	TX	76426-3029	33.210665	-97.757168	www.rxno22.com
Black Warrior Brewing Co.	2216 University Blvd	Tuscaloosa	AL	35401-1542	33.21067	-87.566245	www.blackwarriorbrewing.com
Belching Beaver Brewery	1334 Rocky Point Dr	Oceanside	CA	92056-5864	33.212481	-117.291804	www.belchingbeaver.com
Armadillo Ale Works	221 S Bell Ave	Denton	TX	76201-4259	33.212624	-97.128127	www.armadilloaleworks.com
Oceanside Brewing Company	312 Via Del Norte	Oceanside	CA	92058-1232	33.212676	-117.352238	www.oceansidebrewingco.com
Franconia Brewing Co	495 McKinney Pkwy	McKinney	TX	75071-1825	33.213417	-96.609066	www.franconiabrewing.com
Legacy Brewing Company	363 Airport Rd	Oceanside	CA	92058-1203	33.215332	-117.350285	www.legacybrewingco.com
Black Plague Brewing	2550 Jason Court	Oceanside	CA	92056	33.21565	-117.266808	www.blackplaguebrewing.com
Barley & Board	100 W Oak St	Denton	TX	76201-4285	33.215688	-97.132692	www.barleyandboard.com
Denton County Brewing Company	200 E McKinney St	Denton	TX	76201-4230	33.216391	-97.131184	www.dentoncountybrewingco.com
Prohibition Brewing	2004 E Vista Way	Vista	CA	92084-3321	33.23047	-117.226625	www.prohibitionbrewingcompany.com
Siluria Brewing Company	145 1st Ave W	Alabaster	AL	35007-8501	33.243797	-86.818619	www.siluriabrewing.com
Old Ellsworth Brewing Company	22005 S Ellsworth Rd	Queen Creek	AZ	85142-8707	33.248289	-111.633887	www.oldebc.com
SR 76 Beerworks	777 HARRAHS RINCON WAY	Valley Center	CA	92082	33.267376	-116.955155	www.SR76beerworks.com
Uncle Bear's Brewery	612 E Germann Rd	Gilbert	AZ	85297	33.280698	-111.776621	http://www.unclebearsaz.com
The Perch Pub & Brewery	232 S Wall St	Chandler	AZ	85225-9528	33.300162	-111.842526	www.perchpubbrewery.com
SanTan Brewing Co - Uptown Chandler	8 S. San Marcos Pl	Chandler	AZ	85225	33.303235	-111.842531	
BJs Restaurant & Brewery - Chandler	3155 W Chandler Blvd	Chandler	AZ	85226-5175	33.305625	-111.896871	www.bjsrestaurants.com
Flix Brewhouse	1 W Chandler Blvd	Chandler	AZ	87120-2630	33.306018	-111.8414	
HOP Central Brewery and Taproom	5055 W Ray Rd Ste 2	Chandler	AZ	85226-6111	33.319376	-111.929325	https://hopcentralbrewery.com/
Helluva Brewing Company	3950 W Ray Rd Ste 5	Chandler	AZ	85226	33.321067	-111.910088	
Flying Basset Brewing	720 W Ray Rd	Gilbert	AZ	85233	33.321488	-111.805264	www.flyingbassetbrewing.com
12 West Brewing Company	3000 E Ray Rd Bldg 6	Gilbert	AZ	85296-7832	33.321791	-111.72618	www.12westbrewing.com
Desert Monks Brewing Co.	1094 S Gilbert Rd Ste 101	Gilbert	AZ	85296-3480	33.330207	-111.790316	https://www.desertmonksbrewing.com/
SanTan Brewing Co	495 E. Warner Rd.	Chandler	AZ	85225	33.334337	-111.833599	www.santanbrewing.com
Lost Hiker Brewing Company	26394 E Hwy 70 Unit 6	Ruidoso Downs	NM	88346	33.334821	-105.581909	www.losthikerbrewing.com
Catalina Island Brew House	417 Crescent Ave	Avalon	CA	90704	33.343499	-118.325635	www.catalinaislandbrewhouse.com
O.H.S.O. Brewery - Gilbert	335 N Gilbert Rd	Gilbert	AZ	85234-5766	33.35621	-111.789395	
Huss Brewing	1520 W Mineral Rd Ste 102	Tempe	AZ	85283-4343	33.356868	-111.964412	
Arizona Wilderness Brewing	721 N Arizona Ave	Gilbert	AZ	85233-3405	33.363018	-111.841113	Azwbeer.com
Black Cock Brewery	1719 SE Main St	Roswell	NM	88203	33.371377	-104.516522	www.blackcockbrewery.com
Jailhouse Brewing Co	8 Cherry St	Hampton	GA	30228-5575	33.386683	-84.28222	www.jailhousebrewing.com
Lochiel Brewing	7143 E Southern Ave Ste 131	Mesa	AZ	85209-2657	33.392145	-111.676939	lochielbrewing.com
Fate Brewing Company	201 E Southern Ave	Tempe	AZ	85282	33.392366	-111.936442	www.fatebrewing.com
Line Creek Brewing	150 Huddleston Rd Ste 300	Peachtree City	GA	30269	33.396079	-84.595846	www.linecreekbrewing.com
Beer Research Institute, The	1641 S Stateley Dr Ste 104	Mesa	AZ	85204	33.397131	-111.787678	www.bri.beer
Abide Brewing Company	110 Werz Industrial Blvd Ste 130	Newnan	GA	30263-5802	33.402533	-84.763617	www.abidebrewing.com
Four Peaks Brewery & Taproom	2401 S Wilson St	Tempe	AZ	85282-2054	33.402589	-111.94413	www.fourpeaks.com
Desert Eagle Brewing Company	150 W Main St	Mesa	AZ	85201-7310	33.415489	-111.835893	www.deserteaglebrewing.com
Oro Brewing Company	210 W Main St	Mesa	AZ	85201-7312	33.415501	-111.837172	www.orobrewing.com
Four Peaks Brewing Co	1340 E 8th St Ste 104	Tempe	AZ	85281-4396	33.419908	-111.915047	www.fourpeaks.com
Sleepy Dog Brewing Co	1920 E University Dr	Tempe	AZ	85281-4608	33.422622	-111.904518	
Gordon Biersch Brewery Restaurant - Tempe	420 S Mill Ave Ste 201	Tempe	AZ	85281-2870	33.42577	-111.940343	www.craftworksrestaurants.com
Elevate Your Passion Brewing	2209 W 1st St # A107	Tempe	AZ	85281-7245	33.428321	-111.973256	www.elevateyourpassion.com
Pizza Port San Clemente	301 N El Camino Real	San Clemente	CA	92672-4716	33.428803	-117.613449	www.pizzaport.com
The Shop Beer Co.	922 W 1st St	Tempe	AZ	85281-2674	33.429666	-111.951098	www.theshop.beer
Redbone Magic Brewing Co LLC	1304 Texas Blvd	Texarkana	TX	75501-4337	33.431008	-94.051152	www.redbonemagicbrewingco.com
Pedal Haus Brewery	730 S Mill Ave. Suite 102	Tempe	AZ	85281-3618	33.436687	-111.944136	www.pedalhausbrewery.com
Walter Station Brewery	4056 E Washington St	Phoenix	AZ	85034-1820	33.448446	-111.993031	www.walterstation.beer
Sonoran Brewing	3002 E Washington St	Phoenix	AZ	85034-1518	33.448677	-112.016903	www.sonoranbrewing.com
The Phoenix Ale Brewery	3002 E Washington St # 3002	Phoenix	AZ	85034-1518	33.448677	-112.016903	phoenixale.com
Artifex Brewing Company	919 Calle Amanecer Ste A	San Clemente	CA	92673-6298	33.44907	-117.60621	www.artifexbrewing.com
State 48 Brewery	345 W Van Buren St	Phoenix	AZ	85374-3873	33.451111	-112.078437	
Lost Winds Brewing Company	924 Calle Negocio Ste C	San Clemente	CA	92673-6208	33.451578	-117.607059	www.lostwindsbrewing.com
Mayhew Junction Brewing Company	106 Eckford Dr	Starkville	MS	39759-3710	33.451895	-88.818605	www.mayhewjunction.com
8-Bit Aleworks	1050 N Fairway Dr Bldg F Ste 10	Avondale	AZ	85323-5206	33.453576	-112.326032	www.8-bitaleworks.com
Greenwood Brewing LLC	600 N 4th St Apt 210	Phoenix	AZ	85004-4489	33.454998	-112.069149	www.greenwoodbrews.com
Saddle Mountain Brewing Company	15651 W Roosevelt St	Goodyear	AZ	85338-9309	33.456411	-112.39565	
Mother Bunch Brewing, Inc.	825 N 7th St	Phoenix	AZ	85006-3793	33.457335	-112.064825	www.motherbunchbrew.com
Left Coast Brewing Co.	1245 Puerta del Sol	San Clemente	CA	92673-6310	33.457642	-117.588835	www.leftcoastbrewing.com
Riverwatch Brewery	1150 5th St Bldg 61	Augusta	GA	30901-5861	33.461124	-81.963385	www.riverwatchbrewery.com
Fate Brewing Company	1312 N Scottsdale Rd	Scottsdale	AZ	85282	33.462732	-111.927037	
Savannah River Brewing Company	813 5th St	Augusta	GA	30901-2414	33.464527	-81.963626	www.savannahriverbrew.com
12 West Brewing Company - Production Facility	7733 E McDowell Rd	Mesa	AZ	85207	33.465644	-111.663774	
Wren House Brewing Company	2125 N 24th St	Phoenix	AZ	85008-2713	33.471324	-112.029882	www.wrenhousebrewing.com
The Grocery Brewpub	2823 Central Ave Ste 107	Birmingham	AL	35209	33.479294	-86.794204	www.thegrocerybrewpub.com
Helio Basin Brewing Company	3935 E Thomas Rd	Phoenix	AZ	85018-7511	33.479807	-111.996227	www.heliobasinbrewing.com
Docent Brewing	33049 Calle Aviador Ste C	San Juan Capistrano	CA	92675-4785	33.483054	-117.675934	www.docentbrewing.com
Quigley's Pint and Plate	257 Willbrook Blvd	Pawleys Island	SC	29585-7789	33.485053	-79.100377	
Aftershock Brewing Co	28822 Old Town Front St Ste 107	Temecula	CA	92590-2893	33.4882	-117.144465	www.aftershockbrewingco.com
Goldwater Brewing Co	3608 N Scottsdale Rd	Scottsdale	AZ	85251-5612	33.489878	-111.926482	www.goldwaterbrewing.com
Bonito Valley Brewing Company	692 Calle La Placita	Lincoln	NM	88338	33.49287	-105.388729	www.bonitovalleybrewing.com
CRAFT 64	6922 E Main St	Scottsdale	AZ	85251-4312	33.493328	-111.931656	www.craft64.com
Stone Church Brewing	28636 Old Town Front St Ste 103	Temecula	CA	92883-7388	33.493789	-117.148763	www.stonechurchbrewing.com
Transplant City Beer Co	107 W Honeysuckle Ave	Litchfield Park	AZ	85340	33.494497	-112.360909	
O.H.S.O. Eatery + NanoBrewery	4900 E Indian School Rd	Phoenix	AZ	85018-5554	33.495019	-111.975897	www.ohsobrewery.com
Helton Brewing Company	2144 E Indian School Rd	Phoenix	AZ	85016-6130	33.495213	-112.034798	
Bad Water Brewing	4216 N Brown Ave	Scottsdale	AZ	85251-3914	33.497246	-111.924641	www.badwaterbrewing.com
Two Brothers Scottsdale Tap House and Brewery	4321 N Scottsdale Rd	Scottsdale	AZ	85251-3329	33.499106	-111.925791	
Refuge Brewery, Inc.	43040 Rancho Way Ste 200	Temecula	CA	92590	33.504178	-117.158722	www.refugebrew.com
Wiens Brewing Co	27941 Diaz Rd Ste A	Temecula	CA	92590-3484	33.505249	-117.160008	www.weinsbrewing.com
Good People Brewing Co	114 14th St S	Birmingham	AL	35233-1415	33.506993	-86.812197	www.goodpeoplebrewing.com
Sun Up Brewing Co.	322 E Camelback Rd	Phoenix	AZ	85012-1614	33.509537	-112.068664	sunup.beer
Birmingham District Brewing	2201 2nd Ave S Ste 102	Birmingham	AL	35233	33.512135	-86.799926	
Ironfire Brewing Company	42095 Zevo Dr Unit 1	Temecula	CA	92590-3741	33.51222	-117.17833	www.ironfirebrewing.com
Relentless Brewing Co	42030 Avenida Alvarado Ste F	Temecula	CA	92590-3404	33.512543	-117.168279	www.relentlessbrewing.com
Trim Tab Brewing	2721 5th Ave S	Birmingham	AL	35233-3401	33.512819	-86.790791	www.trimtabbrewing.com
Ghost Train Brewing Co	2616 3rd Ave S	Birmingham	AL	35233-2619	33.514565	-86.793755	www.ghosttrainbrewing.com
Black Market Brewing Co	41740 Enterprise Cir N Ste 109	Temecula	CA	92590-5652	33.518566	-117.169577	blackmarketbrew.com
Back Forty Beer Company - Birmingham	3201 1st Avenue N	Birmingham	AL	35222	33.522052	-86.78819	
Avondale Brewing Co	201 41st St S	Birmingham	AL	35222-1932	33.524575	-86.774071	www.avondalebrewing.com
Karl Strauss Brewing Co	40868 Winchester Rd	Temecula	CA	92591-5521	33.524876	-117.159213	www.karlstrauss.com
Electric Brewing Co	41537 Cherry St	Murrieta	CA	92562-9193	33.526732	-117.173738	www.electricbrewingcompany.com
Cahaba Brewing Co	4500 5th Ave S Ste C	Birmingham	AL	35222-2911	33.526745	-86.764897	www.cahababrewing.com
8 Bit Brewing Company	26755 Jefferson Ave Ste F	Murrieta	CA	92562-6941	33.530071	-117.176498	www.8bitbrewingcompany.com
Inland Wharf Brewing Company	26440 Jefferson Ave Ste A	Murrieta	CA	92562-6951	33.534445	-117.178066	www.inlandwharfbrewing.com
